feature_name	TCGA-66-2787	TCGA-66-2755	TCGA-34-2596	TCGA-22-1002	TCGA-63-5131	TCGA-22-1005	TCGA-34-5241	TCGA-22-4607	TCGA-34-5240	TCGA-60-2723	TCGA-66-2734	TCGA-21-1079	TCGA-60-2698	TCGA-37-4133	TCGA-43-3394	TCGA-18-3417	TCGA-37-4130	TCGA-21-1080	TCGA-22-4604	TCGA-46-3765
EPB41L5	0.6455	0.6081	0.3593	1.3324	0.6181	0.4651	1.4984	0.7609	0.4358	0.8291	0.3663	0.3833	0.8457	0.5625	0.6217	0.5672	0.5124	0.3729	0.2576	1.41
EPB42	0.166	0.2023	0.3018	0.2161	0.4692	0.4204	0.7094	0.5542	0.4944	0.3876	0.1949	0.2215	0.5757	0.4215	0.1663	0.5797	0.5794	0.1852	0.3294	0.1045
EPB49	1.8379	0.0443	1.5574	0.402	0.7403	0.8151	0.6118	1.9581	0.7714	0.3298	0.3405	0.3424	0.5149	0.5983	0.4247	0.3583	0.3224	0.5021	1.3487	0.8312
EPC1	1.1717	1.4916	1.1556	2.0285	1.5781	2.0775	0.5054	2.1719	0.5901	1.5085	1.5326	1.5098	1.7988	1.0645	0.8459	1.0743	1.4936	0.7752	1.947	0.5849
EPC2	0.8128	1.5402	1.4225	0.8324	0.8129	1.7661	0.1229	1.6564	0.5834	0.6698	0.7065	1.3273	1.1643	1.2816	1.0197	0.1109	2.3588	1.6456	0.9431	0.2149
EPDR1	0.3065	0.2228	2.2833	0.7203	0.0495	0.2347	0.3908	0.7866	0.0738	0.1994	0.1378	0.0676	0.2964	0.1265	0.212	0.3008	0.0103	0.1689	0.4777	0.0755
EPGN	0.6368	0.1077	0.9582	0.4	0.05	0.1266	0.3826	1.9474	0.2253	0.4742	1.2655	2.4481	0.1001	0.2585	0.1796	1.1435	0.6443	0.2149	0.0908	0.1188
EPHA1	1.4323	0.179	0.5817	1.2611	1.294	0.9853	0.3877	0.8638	1.3801	0.1143	2.0234	1.8446	2.0969	0.6253	2.1582	2.0788	0.4289	2.4947	1.2036	0.5795
EPHA10	0.3904	1.2887	0.8431	0.5607	0.3671	0.8881	0.3607	0.5983	0.6564	0.7022	0.4577	0.3229	0.4448	0.363	0.4127	0.6596	0.5602	0.2567	0.4118	0.1619
EPHA2	0.1631	2.2397	0.1338	1.1725	1.9164	0.5116	0.5953	1.4926	0.7787	0.8464	2.3106	2.3713	1.2991	0.4237	0.203	1.833	0.0298	2.4488	0.9203	1.1048
EPHA3	0.2677	0.0751	0.5445	0.0685	0.1641	0.1127	0.2697	0.2359	0.1644	0.2511	0.0646	0.1169	0.0833	0.074	0.0866	0.1887	0.306	1.7937	0.6595	0.0313
EPHA4	1.0493	0.0411	2.4547	2.9344	0.2105	0.5567	0.0606	1.2041	0.7776	1.2263	1.7215	0.5389	0.6852	1.3298	0.2766	0.1178	0.0579	2.9611	0.6458	0.2096
EPHA5	2.594	0.0532	0.276	0.0679	0.0583	0.0625	0.1005	0.1603	0.1066	0.1802	0.0286	0.0761	0.0424	0.2506	0.0322	0.2621	0.5174	0.1013	0.0861	1.1154
EPHA6	2.2977	1.5192	2.8057	2.8292	3.2098	1.4465	0.4091	1.9879	0.7573	0.8527	0.9777	0.6383	1.7625	0.9198	2.3877	1.9446	1.4532	2.2524	2.0268	0.4068
EPHA7	0.5886	0.8047	0.4988	2.6968	2.6	0.4145	1.1035	0.6616	0.8665	0.4161	0.2496	0.3027	0.3386	0.5752	0.9011	0.0645	0.6582	1.0504	0.2271	1.3045
EPHA8	0.2299	0.306	0.7449	0.5008	0.1988	0.7807	0.6121	1.1699	0.487	0.5254	0.2337	0.8127	1.6623	1.5342	0.472	0.2865	1.407	1.3895	0.4792	0.1736
EPHB1	4.5407	1.9569	4.875	2.7747	5.345	2.4906	0.7933	0.663	3.0906	3.8088	1.983	1.9314	1.3763	0.7191	1.073	0.0295	0.762	4.5045	2.7738	4.9674
EPHB2	1.9294	0.3435	1.1356	1.4981	0.2179	2.3458	0.8656	0.7774	0.4215	0.9446	3.2281	1.1321	1.1861	1.5673	0.644	1.6054	1.0593	0.1274	1.78	0.2281
EPHB3	3.3262	0.6415	4.0447	2.2349	2.4289	0.9671	2.2449	3.2281	3.6371	3.1663	3.2323	3.4316	3.1387	2.9218	2.834	2.1061	0.7889	4.0641	3.0687	2.9012
EPHB4	0.3551	1.9725	0.2465	0.0869	0.6722	0.1359	0.5222	0.1209	0.1649	0.2038	1.8535	1.1342	0.1495	0.0358	0.2677	0.1096	0.0387	0.8029	0.141	0.2376
EPHB6	0.1332	0.0161	0.2235	0.0709	0.0433	0.1178	0.0386	0.0193	0.2397	0.0157	0.0273	0.031	0.0136	0.0335	0.2386	0.0531	0.0247	0.069	0.0922	0.0423
EPHX1	2.1704	1.3452	3.4212	2.3987	1.5505	1.9859	1.1712	0.958	2.4436	2.5607	2.5378	1.4047	1.6329	4.1352	0.5091	0.818	0.1403	3.4814	0.2033	2.044
EPHX2	0.2384	1.6413	1.0365	0.1982	0.0347	0.2327	0.3528	1.7843	0.297	0.1129	0.345	0.1365	1.0687	0.5911	0.1389	1.6896	1.4714	0.6066	0.0917	0.0667
EPM2A	0.2714	0.3954	0.1913	0.6064	0.6121	0.1092	0.4921	0.3902	0.1441	0.2901	0.372	0.5342	0.5198	0.2446	0.3355	0.1266	0.2384	1.426	0.5455	0.2275
EPM2AIP1	0.6237	0.2232	0.5353	0.389	0.2437	0.4134	0.1252	0.1567	0.0682	0.1113	0.105	0.1909	0.1134	0.0835	0.3856	0.4648	0.15	0.1706	1.6286	1.0002
EPN1	0.863	0.4317	0.7335	1.4337	0.5847	0.9279	0.4888	0.5266	0.9324	0.5935	1.5365	1.9263	0.2842	0.504	0.5486	1.0294	0.4006	0.9038	0.5883	1.0165
EPN2	0.6982	0.694	1.2893	0.6683	0.5411	0.819	0.6714	0.2684	0.5242	0.4879	1.641	0.7602	0.8427	0.6236	1.979	0.665	0.5427	1.8309	0.521	0.3681
EPN3	2.6464	0.3897	2.7306	1.7904	2.7068	1.8636	0.7991	2.4269	1.8867	1.7383	2.8829	1.4556	2.5392	3.2568	2.7471	2.1404	0.1138	2.3197	2.2487	1.7954
EPO	0.0069	0.0478	0.0107	0.0108	0.0153	0.0166	0.046	0.0204	0.0167	0.0137	0.0123	0.0193	0.0125	0.0382	0.0198	0.0217	0.222	0.0194	0.0112	0.0117
EPOR	0.1305	0.0993	0.1016	0.4174	0.1482	1.234	0.4683	0.2485	0.4876	0.175	0.2297	0.3041	0.2311	0.4412	0.1612	0.5457	0.3485	0.1969	0.1819	0.4359
EPRS	0.6387	1.0313	0.3227	0.1462	0.1933	0.2431	0.0246	0.0924	0.1015	0.5006	0.1804	0.0825	0.1546	0.1975	0.0917	0.2444	0.0743	0.2211	0.3928	0.5509
EPS15	1.079	1.5326	0.7817	2.0712	0.4793	1.8389	1.3416	1.2315	0.7554	1.0293	1.3302	0.7071	0.8582	1.6401	0.9801	1.0249	2.0319	1.4844	1.7927	1.4167
EPS15L1	0.3187	0.4583	0.2036	0.2605	0.3471	0.2534	0.1951	0.2225	0.6318	0.4178	0.6213	0.1913	0.1252	0.3334	0.1421	0.1291	0.0774	0.2848	0.1525	0.3914
EPS8	3.157	0.1508	2.9407	1.282	0.3503	1.4595	0.6332	2.6877	3.0032	3.5933	0.7228	0.0565	0.8995	3.3726	2.5895	0.2362	0.71	0.0599	1.4151	1.6456
EPS8L1	0.2264	0.088	0.035	0.1225	0.1402	1.0	1.7823	1.6292	0.8234	0.0558	1.7158	0.2594	0.198	0.1587	0.0346	0.1253	0.1368	0.5896	0.2161	0.4985
EPS8L2	0.7949	0.6866	0.5374	0.4782	0.3018	1.6332	0.8104	0.839	1.0241	0.1239	1.7733	0.9093	0.7397	0.3397	0.6281	0.4443	0.7174	0.0901	1.0066	1.1024
EPS8L3	0.4202	0.2813	0.5196	0.4513	0.3426	1.0294	1.2844	1.0362	0.854	0.5072	0.4281	0.1866	0.1271	1.6909	0.5558	0.9741	2.547	1.2269	0.692	0.4419
EPSTI1	2.3828	3.3015	1.5143	1.6427	1.7498	2.4838	3.1504	2.0974	1.9949	2.5506	2.1665	3.1756	3.3247	1.8941	1.2747	3.0296	1.9644	0.8461	3.0366	2.3423
EPX	1.1185	0.4691	1.2124	0.467	0.2733	0.3844	0.1772	0.5051	0.0821	0.3349	0.3504	0.3622	0.6326	0.6986	0.5116	1.1902	1.6062	0.8273	0.3424	1.0523
EPYC	1.2284	2.0979	1.0391	1.0438	2.0061	1.6062	1.5595	1.3947	2.3186	1.3739	2.322	1.3949	1.0052	1.3517	1.4293	2.9323	1.4425	1.4394	2.816	1.0028
ERAF	0.1829	0.3417	0.4721	0.1992	0.5885	0.5029	0.8016	0.8519	0.6917	0.6982	0.173	0.4477	1.2673	0.9146	0.1097	0.0596	1.246	0.1959	0.3975	0.2071
ERAL1	0.348	0.2801	0.5253	1.3972	0.5208	1.201	0.0633	0.0968	0.3522	0.166	0.1177	0.4847	0.2751	0.5465	0.3099	0.3303	0.198	1.0438	0.1977	0.2731
ERAS	0.5336	0.3871	0.3753	0.6315	1.2966	0.4625	1.3936	0.5311	1.0693	0.7031	0.6328	0.6564	0.7667	0.771	0.655	0.7334	1.4792	0.4571	0.5059	0.5177
ERBB2	0.732	0.3201	0.9003	1.7485	2.6084	2.4206	0.4577	0.5106	0.8942	0.5257	1.0915	0.8201	0.9573	1.2282	1.2727	1.8101	0.8637	1.7078	0.8162	0.8751
ERBB2IP	0.4901	0.2769	0.3772	0.8091	0.641	1.3756	0.3418	0.3027	0.4927	0.2444	0.5046	0.3531	0.4931	0.4965	0.299	0.2545	1.0627	0.4319	0.6076	0.1409
ERBB3	0.4979	0.0408	0.1001	0.7543	1.3128	1.628	0.3624	0.476	0.292	0.1438	0.293	0.227	0.6164	0.1994	0.3197	0.1979	0.9438	0.8845	0.3436	0.3153
ERBB4	0.0594	0.0379	0.2871	1.2838	0.2553	0.7368	0.5708	0.2718	0.709	0.1895	0.2107	0.0675	0.1658	0.4191	0.2004	0.4412	1.0539	0.0906	0.1755	0.2084
ERC1	1.9725	1.0738	1.2248	1.8614	1.1898	1.8797	0.1688	0.491	0.4383	0.657	0.928	1.5531	1.104	0.3532	1.4886	0.7354	0.5164	1.6088	1.7093	1.8607
ERC2	2.3749	3.4076	1.8771	0.5656	0.8408	0.7161	1.355	0.2419	0.0823	0.9967	0.3427	1.0643	1.0473	1.9871	3.2267	0.473	0.5974	0.206	1.5521	0.8232
ERCC1	1.3567	0.9614	1.24	1.508	0.2973	1.0177	0.9382	1.8852	2.0091	1.9349	1.4293	1.5355	2.0007	1.061	0.9775	1.3465	0.7652	1.8625	1.7495	1.2958
ERCC2	0.7523	0.7196	0.7478	1.4556	0.3525	0.4999	0.4422	0.6997	0.5944	0.966	1.2109	0.9302	0.7862	0.8318	0.1355	1.4617	0.3474	2.2318	0.7681	0.9763
ERCC3	0.3864	0.5374	0.2473	0.3056	1.0263	0.5401	0.4564	0.7496	0.7673	0.396	0.3271	0.8328	0.3908	0.4379	0.5569	0.377	0.3922	0.8778	0.2125	0.68
ERCC4	0.8202	0.7528	0.4995	0.458	0.8297	0.4391	1.4682	1.5547	0.8916	0.6848	0.5403	1.0845	0.8484	1.1128	0.4759	1.3602	1.6881	0.4864	0.6123	0.9312
ERCC5	0.1929	0.4203	0.1994	0.9253	1.1203	1.2311	0.2895	0.1349	0.3924	0.1921	0.248	0.26	0.6358	0.1121	0.1937	0.1571	0.2808	0.2143	0.3999	0.4475
ERCC6	0.2301	0.4426	0.1766	0.4177	0.6941	0.5314	0.1139	0.2559	0.1257	0.1878	0.6047	0.3889	0.1661	0.1471	0.2069	0.2003	0.4557	0.3984	0.3151	0.2194
ERCC6L	0.529	0.4777	0.4015	0.0422	0.4719	0.0224	0.2481	0.0791	0.1419	0.4332	0.2095	0.2345	0.3065	0.2309	0.5103	0.0446	0.4925	0.3092	0.1699	0.1032
ERCC8	0.1001	0.1703	0.0744	0.116	0.193	0.0517	0.1549	0.2859	0.2964	0.4005	0.2909	0.2274	0.4098	0.277	0.3651	0.57	0.9596	0.1602	0.1621	0.26
EREG	0.0148	0.0376	0.028	0.6889	0.0162	2.0757	0.1759	0.7422	0.0559	0.0428	2.5888	2.0654	0.0524	0.0872	0.0516	0.0779	0.2244	0.0391	0.0445	0.0244
ERF	0.1272	0.2034	0.0745	0.1426	0.1837	0.1408	0.7446	0.0707	0.1226	0.7622	0.2402	0.2521	0.2882	0.1469	0.4239	0.4842	0.5326	0.1873	0.1765	0.6833
ERG	2.5925	1.3727	1.3951	2.4573	2.1636	1.6503	2.5747	2.1655	1.57	1.3368	2.1744	2.4327	2.0793	0.6761	2.7938	1.4148	0.8702	1.1346	1.6915	2.0362
ERGIC1	1.1604	0.7961	0.525	1.385	1.3981	1.6099	0.665	0.9438	1.3933	0.8306	1.1676	0.409	0.8505	0.4494	0.6419	1.2338	0.4433	1.0734	0.9611	0.8075
ERGIC2	1.0163	0.4646	0.5488	0.8826	0.5319	1.0063	1.3431	1.2435	1.4535	0.6418	1.0789	1.0779	2.0757	0.8859	2.4025	1.9321	0.859	0.8093	0.692	0.976
ERGIC3	0.3229	0.2103	0.4146	0.9858	0.3997	1.2113	0.1834	0.2637	0.3124	0.373	0.584	0.9337	0.2323	0.9436	0.176	0.6665	0.8888	1.3439	0.1808	0.3824
ERH	0.668	1.0162	0.7342	0.9204	0.4778	1.8712	0.2864	1.9073	0.6953	1.0177	0.8545	2.0392	0.9246	1.3099	1.1233	0.2654	2.5917	1.0279	0.6608	1.916
ERICH1	0.3147	0.7085	0.7406	0.6044	0.5442	0.9595	0.1908	0.3326	0.2718	0.4429	0.3264	0.3762	0.4403	0.9322	0.4426	0.2422	0.627	0.1732	1.0021	0.2267
ERLIN1	0.245	0.8646	0.2082	0.308	0.8502	0.0832	0.6667	0.3833	0.2615	0.2833	0.1603	0.633	0.3683	0.7184	0.5848	0.4306	1.0538	1.1065	0.5008	0.2194
ERLIN2	0.8377	1.2519	0.9017	2.6237	2.3798	0.8612	2.1553	2.0726	0.4943	0.8203	1.947	1.0389	1.6737	0.8241	2.2492	0.9395	1.3222	2.0401	0.5487	2.6222
ERMAP	0.6644	1.1919	1.363	1.3339	0.2934	0.2217	0.988	1.7514	0.3833	1.2542	1.6099	1.3394	0.8121	0.3644	0.9876	0.7307	0.2727	0.938	0.5509	1.3439
ERMP1	0.9621	0.2192	0.1687	0.0907	0.6314	0.0549	1.4377	2.291	2.454	0.5312	1.0843	0.2206	0.234	3.1348	1.0809	1.4699	0.3564	0.4117	2.3707	0.2514
ERN1	0.4113	0.2389	0.5016	0.2842	0.8366	0.9382	0.8041	0.5355	1.0055	0.8705	0.7221	0.6521	0.2027	0.3849	0.2927	1.0697	1.0269	0.3893	1.008	0.7774
ERN2	1.4162	1.9557	2.1597	1.3313	1.392	2.5449	0.9519	2.1833	0.9039	2.5174	1.5413	2.047	1.99	2.2126	2.0865	1.402	1.7466	2.1843	1.2562	2.2418
ERO1L	0.4532	0.2044	0.2491	0.2196	1.4503	0.5436	3.1081	1.5149	0.4147	1.6567	2.5216	2.8292	2.1989	1.5681	0.7475	2.0496	0.0861	1.3787	0.6712	1.665
ERO1LB	2.209	3.7146	2.1893	1.3995	5.2233	2.6464	2.9547	2.6951	0.8254	2.0268	2.0842	0.9744	2.3197	3.1703	1.7187	2.1271	2.9281	2.3725	1.4059	2.9514
ERP27	0.1382	3.7642	0.1466	3.3596	2.4619	1.3609	4.2425	2.816	0.166	2.4359	2.9482	2.4494	3.7987	3.3278	3.2568	4.0008	0.1576	2.1121	0.1805	0.8455
ERP29	1.4361	0.2068	1.6497	0.3608	1.7402	1.1754	0.2128	0.6162	0.8109	0.5193	0.3421	0.4394	0.4344	1.0003	0.6076	0.5969	0.6049	0.345	0.9042	0.601
ERRFI1	0.1221	0.1406	0.0292	1.8993	0.2747	1.8176	0.2058	0.7072	0.2921	1.1492	1.0507	1.069	0.2069	0.3755	0.2818	0.2599	0.2376	0.169	0.3339	0.626
ERVWE1	0.2971	0.2378	0.213	0.7214	0.3009	0.486	0.9123	0.6505	0.468	0.3805	0.307	0.4573	0.2435	0.5707	0.3672	0.7112	0.8705	0.3762	0.7458	0.2019
ESAM	2.5513	2.9731	2.5029	3.3547	1.8077	3.3325	2.4156	2.7783	2.2949	2.588	2.9397	3.2409	3.1258	2.4481	2.5865	2.9644	2.6168	2.4825	2.3737	2.8749
ESCO1	1.5521	0.817	0.7692	0.1959	0.7709	0.1894	0.1563	0.4621	0.5947	0.6295	0.5346	1.4361	0.517	0.0936	0.9137	0.1019	0.6196	1.0667	0.7878	0.8403
ESCO2	0.2501	0.4233	0.1245	0.0198	0.0566	0.0231	0.1521	0.1807	0.2734	0.4326	0.1291	0.1706	0.1928	0.3725	0.0781	0.0829	0.1931	0.1107	0.0439	0.029
ESD	0.3095	0.3622	0.186	0.3158	0.5848	0.1969	0.2595	0.2775	0.2563	0.4017	0.2549	0.8501	0.7872	0.6933	0.8208	0.3584	0.3353	0.4275	0.3087	0.4506
ESF1	0.5721	0.4595	0.5352	0.6969	0.2608	0.5268	0.0593	0.1401	0.2738	0.5221	0.3283	0.3572	0.2242	0.3137	0.2543	0.2183	0.8238	0.8856	2.3278	0.1725
ESM1	0.1149	2.237	0.0569	0.1354	0.2569	0.2566	1.3708	0.439	0.8586	0.0729	0.5906	0.8123	0.1562	0.0497	0.072	0.8056	0.1469	0.1751	0.3254	0.1792
ESPL1	0.3362	0.271	0.3289	0.1696	0.1899	0.1617	0.1594	0.2058	0.271	0.1433	0.2365	0.2012	0.2877	0.2345	0.187	0.2355	0.3627	0.301	0.3853	0.2054
ESPN	0.108	0.1252	0.2516	0.3089	0.4593	0.5744	0.6374	0.6821	0.5212	0.2216	0.6415	1.009	0.2149	0.7656	0.1338	0.7109	1.2793	2.0281	0.3066	0.2997
ESPNL	0.1027	0.1085	0.1097	1.4829	0.4764	2.6176	0.4433	2.2653	0.2183	0.3317	1.8786	0.4123	0.6157	0.3475	0.0923	0.8464	1.0078	0.1478	2.0183	0.2401
ESR1	0.0119	0.0185	0.0082	0.016	0.0595	0.0395	0.0084	0.0117	0.008	0.0172	0.0216	0.109	0.0156	0.0054	0.0074	0.0689	0.0093	0.0077	0.0154	0.0056
ESR2	1.9057	1.183	1.0502	1.1708	1.3866	2.1833	1.3311	1.1917	0.6104	1.7556	1.296	1.3587	1.6152	1.1058	1.5982	0.4277	1.173	1.5563	1.5531	2.441
ESRRA	0.1902	0.2861	0.2216	0.3441	0.4646	0.3324	0.6867	0.4657	0.3371	0.288	0.6805	0.5397	0.8888	0.3829	0.6239	0.7407	0.3722	1.4049	0.43	0.6029
ESRRB	0.4737	1.7249	0.4519	0.2426	1.2083	0.332	0.4995	0.5748	0.9282	0.3111	0.5887	0.3476	0.169	0.8058	0.3238	1.2793	0.5472	0.3019	0.75	0.292
ESRRG	2.8839	0.3497	3.2924	0.9512	0.5534	0.8833	0.3963	2.0074	0.4365	0.4887	0.2119	0.1642	0.8035	0.7907	1.7297	0.2026	0.4185	0.2643	1.8661	0.5313
ESX1	0.0083	0.0138	0.0125	0.4169	0.0347	0.0028	0.1361	0.0541	0.0296	0.0233	0.0126	0.0065	0.1576	0.0603	0.0059	0.0335	0.0988	0.0056	0.0197	0.0094
ETAA1	0.955	0.3071	0.8893	0.3579	0.2792	0.2402	0.7917	0.5121	0.6388	0.8989	0.2214	1.317	0.3046	0.836	0.8859	0.2491	0.6596	0.5785	0.6108	0.5204
ETF1	0.4637	0.4282	0.4876	0.4799	0.298	0.2315	0.257	0.2101	0.576	0.7633	0.5805	0.2006	0.6633	0.1132	0.5216	0.2965	0.0853	0.4937	0.4346	0.482
ETFA	1.2253	0.1948	0.3035	0.1164	0.1622	0.0902	0.4482	0.5739	0.5736	0.2232	0.4426	0.2898	0.2216	0.1476	0.5105	0.3634	0.2392	0.0997	0.1609	0.4547
ETFB	1.6332	0.094	1.2862	0.1593	0.1372	0.1243	0.2351	0.1188	0.7312	0.0234	0.15	0.1136	0.047	0.2654	0.1555	0.2392	1.0008	0.1495	0.0344	0.2199
ETFDH	0.4174	1.1534	0.2815	0.9651	1.1185	0.3067	0.3814	0.2162	0.3774	1.2862	0.4863	0.2021	0.3577	0.1204	0.7621	0.339	0.4375	0.9784	0.2746	0.4644
ETHE1	1.9991	1.8128	1.2376	2.0694	0.6219	1.773	2.1131	3.5872	3.273	1.9187	2.4947	1.2903	2.2604	1.7968	2.107	2.5658	2.0571	1.3465	2.0166	1.3644
ETNK1	0.6946	0.5595	0.3224	0.4807	0.4758	0.4607	1.1595	0.4237	0.4954	1.1708	1.0741	0.1507	2.1858	0.8602	2.1994	0.3794	0.5474	0.4379	0.8232	1.0026
ETNK2	2.2024	0.0697	1.5486	0.1977	1.5108	0.1301	0.761	0.7198	0.7148	0.4471	0.5441	0.9481	0.7454	0.2408	0.5722	0.5172	0.4303	0.39	0.6403	1.1238
ETS1	1.0981	1.2775	0.5426	0.8379	0.2072	1.6564	0.2438	0.4452	0.3442	0.7504	2.2313	2.6697	1.1074	0.506	0.0839	0.2376	0.4946	0.2409	1.0996	0.5585
ETS2	2.3852	1.2629	2.2126	2.8504	2.6168	1.9352	1.7527	2.3981	1.8379	1.945	2.3301	2.8245	2.2833	0.9334	1.9896	2.326	1.0291	2.6472	2.314	1.9713
ETV1	0.3323	0.044	0.1805	1.4255	0.0555	0.3988	0.5457	0.1771	0.5045	2.9156	0.2735	0.1007	0.2451	0.037	0.1652	0.6085	0.0364	0.0458	0.2355	2.3089
ETV2	1.5499	0.8069	1.2507	0.5395	1.2511	1.2683	1.7196	1.5426	1.4954	1.3839	1.3424	0.6607	1.259	2.1753	1.6722	1.058	2.5223	2.3158	0.8443	1.7917
ETV3	1.3334	1.6223	0.4871	0.7374	1.1483	0.57	1.3637	1.4444	1.9175	0.5414	0.8692	0.8029	0.3483	2.3324	1.3249	1.68	2.1107	0.4513	1.02	0.8497
ETV4	0.1352	0.0181	0.3692	0.0506	0.014	0.1041	0.0201	0.0522	0.1024	0.0757	0.033	0.0633	0.0624	0.0526	0.4923	0.1025	0.2158	0.0251	0.2074	0.4797
ETV5	0.639	2.3307	0.5748	0.6539	0.0286	0.3941	0.2385	1.7053	1.3413	1.705	1.1412	0.0636	0.0629	0.1877	1.2952	0.3863	0.5902	0.0205	1.8077	1.7234
ETV6	1.4513	2.871	1.3861	1.7961	2.1689	2.2318	1.0623	2.1823	0.3246	1.883	2.4365	1.808	2.0053	1.6668	1.9364	2.4981	0.8839	1.2601	1.6812	1.0787
ETV7	4.1893	4.3496	3.342	3.2597	4.2042	4.9837	3.774	3.3	2.9063	4.354	2.9633	3.4368	4.3627	3.6919	3.4778	3.6307	3.1478	2.869	4.1144	3.5092
EVC	0.6444	0.6691	1.3478	1.53	0.1792	0.9111	0.1788	0.2904	0.1591	0.2635	0.5015	1.429	0.2492	0.2226	0.5403	0.4697	0.4052	0.0992	1.3398	0.2513
EVC2	0.6574	1.1157	2.4738	1.4879	1.5954	1.5595	0.9016	0.7873	0.2825	0.184	1.1665	2.4175	1.4183	0.1654	1.6309	0.0563	0.339	0.2311	1.96	0.5518
EVI1	3.0296	2.28	3.8037	4.6757	4.1075	3.3278	2.4436	4.1109	2.9775	2.9753	3.6565	2.7187	3.1636	3.95	3.3924	3.6784	2.2009	3.6223	2.4238	2.7093
EVI2A	1.1279	1.3364	0.1816	0.1174	0.0589	0.7894	2.5118	1.0625	1.429	0.6266	1.6671	0.2332	1.1342	0.2511	0.557	0.6553	1.9929	0.1523	0.9376	0.9808
EVI2B	2.7783	2.3599	1.4176	2.012	0.1892	3.1043	0.4688	0.7105	0.3628	1.8128	2.4162	0.2199	1.8166	0.4192	0.3643	0.2077	0.8102	0.6357	1.9391	1.46
EVI5	1.7476	0.5358	1.1274	1.9517	0.5162	1.7456	0.3811	0.7226	0.4517	0.9359	1.1446	0.9529	0.7793	1.0984	0.5043	0.8127	2.4025	1.5095	1.2015	1.1676
EVI5L	0.4925	0.3161	0.7956	0.5737	1.2267	0.674	0.8862	1.5965	1.1347	0.3994	0.6719	1.8665	0.5536	1.1167	0.2623	1.2723	1.0199	1.433	0.4637	0.4925
EVL	0.2807	0.0842	0.0627	0.2203	0.3435	0.6029	0.1722	0.2439	0.1493	0.0655	0.1379	0.2355	0.143	0.1428	0.1012	0.2717	0.407	0.1546	0.1624	0.0788
EVPL	2.2297	0.8962	1.6082	2.107	1.5778	2.3044	0.8359	1.3593	1.6113	1.2834	2.1833	1.6863	1.5531	1.3343	1.9753	1.4658	1.3537	2.7507	1.9411	1.7405
EVX1	2.1665	2.0668	2.2188	0.939	1.5436	3.3138	1.146	1.9229	1.4951	2.6307	1.7004	4.0543	1.6746	3.442	1.992	0.9605	3.3483	3.9326	1.7208	2.347
EWSR1	0.3622	0.2819	0.1386	0.1397	0.5811	0.0744	0.1829	0.0753	0.3493	0.3437	0.3667	0.1934	0.1216	0.0612	0.2956	0.1497	0.0434	0.2021	0.2063	0.4852
EXDL1	0.3773	2.3528	1.3524	1.7183	0.7846	0.9222	0.3961	0.761	1.0426	0.5417	0.6753	0.8006	0.8311	1.0832	1.6976	1.2032	0.6734	1.6659	0.4658	1.3476
EXDL2	0.8153	0.3833	0.3976	0.6408	1.2603	0.5496	1.1164	0.7975	0.8869	0.5254	1.3241	1.3134	1.1674	0.5783	0.8694	0.9462	0.5259	1.8097	1.033	1.4183
EXO1	0.2112	0.2609	0.106	0.0509	0.0839	0.0123	0.0608	0.0867	0.028	0.2299	0.0654	0.058	0.0774	0.1977	0.0452	0.0853	0.0206	0.1209	0.0513	0.0496
EXOC1	2.2849	1.1111	2.2949	1.1029	2.0431	0.957	1.4499	0.3613	0.8553	0.3631	0.1436	1.3214	0.865	0.7943	0.8929	0.874	1.7877	1.0588	1.4648	2.5492
EXOC2	1.0853	1.185	0.3192	0.4351	1.318	0.6335	0.2679	0.4556	0.3672	0.227	0.8805	1.0568	0.5485	0.2874	0.4624	0.4232	0.3214	1.4171	0.6766	0.2196
EXOC3	0.468	0.5807	0.5867	1.1828	1.6062	1.0754	0.331	0.2834	0.3909	0.9777	0.5948	1.6719	0.5026	0.5955	0.6591	0.8638	0.7517	2.2245	0.339	0.6551
EXOC3L	1.9337	2.456	1.36	2.2713	1.4413	2.2178	1.4049	1.7863	1.7348	1.9513	2.0024	2.0213	2.2004	2.0775	1.5282	1.8517	2.1131	2.1052	1.1502	2.2827
EXOC3L2	1.0604	0.5525	0.6002	0.9006	0.3111	2.3101	0.1322	0.3467	0.2278	0.4035	0.2251	1.6488	0.2649	0.6807	0.3776	0.2009	1.1984	1.6246	0.3779	0.4461
EXOC4	0.9484	1.3765	0.957	1.4229	1.0061	0.4273	0.249	0.5317	0.1713	0.4239	0.6357	0.3385	0.5155	0.5005	0.8105	0.7206	0.3783	0.3909	0.5013	0.2387
EXOC5	1.1087	0.5735	0.2995	0.6365	0.5885	0.2545	0.6481	0.7502	0.2674	0.5835	1.0565	1.1965	0.8063	0.3302	0.5158	0.1858	0.2964	0.7272	0.7933	1.0525
EXOC6	1.2206	0.6783	0.3589	0.188	0.2437	0.1004	0.3202	0.4946	0.7145	0.6654	0.3449	0.0757	0.4007	0.5186	0.4606	0.1281	0.7434	0.1169	0.4675	0.3144
EXOC6B	2.1351	0.3088	1.6503	1.452	0.6765	1.0403	0.3922	2.9125	0.1437	0.8068	0.8952	1.0413	0.9102	1.1705	1.4271	1.5877	2.1933	1.641	2.6827	1.3247
EXOC7	0.7898	0.5107	0.8025	0.7994	1.2468	0.9089	0.3695	0.5372	0.4734	0.7488	0.543	0.9682	0.2948	0.4207	0.322	0.837	0.3102	0.3728	0.425	0.4441
